id;peak1;n_visitas1;standv1;MAD1;cov1;peak2;n_visitas2;standv2;MAD2;cov2;diff_visita;diff_peak
163577;2;20;22.941.573.387.056.100;1.0;0.5;7;19;33.077.723.659.120.400;3.5;0.5;1;-5
172067;2;17;16.909.686.573.085.800;0.5;0.25;7;16;20.805.982.045.769.600;1.0;0.14285714285714285;1;-5
70074963;2;28;0.9938079899999065;1.0;0.5;7;27;1.118.033.988.749.890;0.0;0.0;1;-5
151179391;2;11;0.6;0.0;0.0;7;10;0.6285393610547089;0.0;0.0;1;-5
25098;7;14;18.397.324.220.155.900;1.0;0.14285714285714285;13;13;2.253.084.305.765.960;1.0;0.07692307692307693;1;-6
41029375;2;12;2.012.358.511.016.240;0.0;0.0;8;11;2.794.637.722.496.420;1.0;0.125;1;-6
130006508;4;6;13.564.659.966.250.500;1.0;0.25;10;5;1.0;1.0;0.1;1;-6
130072114;3;6;0.6324555320336759;0.0;0.0;9;5;0.82915619758885;0.5;0.05555555555555555;1;-6
130190071;3;5;0.0;0.0;0.0;9;4;0.4714045207910317;0.0;0.0;1;-6
105526;7;6;0.0;0.0;0.0;14;5;0.0;0.0;0.0;1;-7
126539;7;8;0.6388765649999399;0.0;0.0;14;7;0.0;0.0;0.0;1;-7
110011472;5;5;0.5;0.5;0.1;12;4;0.816496580927726;1.0;0.08333333333333333;1;-7
110155424;7;6;0.0;0.0;0.0;14;5;0.4330127018922193;0.0;0.0;1;-7
151032038;7;9;0.5994789404140899;0.0;0.0;14;8;0.6388765649999398;0.0;0.0;1;-7
52113;3;11;3.047.950.130.825.630;2.0;0.6666666666666666;11;10;35.901.098.714.230.000;3.0;0.2727272727272727;1;-8
111420;6;6;2.0;0.0;0.0;14;5;0.4330127018922193;0.0;0.0;1;-8
310010010;6;6;12.649.110.640.673.500;0.0;0.0;14;5;0.0;0.0;0.0;1;-8
17851;5;9;23.979.157.616.563.500;0.5;0.1;14;8;20.995.626.366.712.900;1.0;0.07142857142857142;1;-9
22379;4;15;14.142.135.623.730.900;1.5;0.375;13;14;1.065.877.420.042.380;1.0;0.07692307692307693;1;-9
73729;2;7;0.6871842709362768;0.5;0.25;11;6;1.624.807.680.927.190;1.0;0.09090909090909091;1;-9
409531;6;6;1.2;1.0;0.16666666666666666;15;5;0.82915619758885;0.5;0.03333333333333333;1;-9
70017459;2;5;0.8660254037844386;0.0;0.0;11;4;1.632.993.161.855.450;2.0;0.18181818181818182;1;-9
70060509;6;10;10.657.403.385.139.300;1.0;0.16666666666666666;15;9;10.532.687.216.470.400;1.0;0.06666666666666667;1;-9
130043688;5;6;0.9797958971132712;0.0;0.0;14;5;18.027.756.377.319.900;1.5;0.10714285714285714;1;-9
162475;4;6;0.8944271909999159;1.0;0.25;14;5;10.897.247.358.851.600;0.5;0.03571428571428571;1;-10
320000094;3;12;31.986.567.428.653.000;3.0;1.0;13;11;36.180.105.030.251.000;3.5;0.2692307692307692;1;-10
27371;6;7;30.368.111.930.481;2.5;0.4166666666666667;17;6;25.768.197.453.450.200;3.0;0.17647058823529413;1;-11
45037;3;7;19.148.542.155.126.700;0.5;0.16666666666666666;14;6;2.449.489.742.783.170;2.0;0.14285714285714285;1;-11
70032492;2;10;1.247.219.128.924.640;0.0;0.0;13;9;29.553.976.043.842.200;2.0;0.15384615384615385;1;-11
300004155;3;7;11.055.415.967.851.300;1.0;0.3333333333333333;14;6;0.6324555320336759;0.0;0.0;1;-11
22341;7;7;12.133.516.482.134.100;1.0;0.14285714285714285;19;6;19.390.719.429.665.300;1.0;0.05263157894736842;1;-12
82417;15;5;1.920.286.436.967.150;0.5;0.03333333333333333;27;4;1.247.219.128.924.640;1.0;0.037037037037037035;1;-12
110032657;2;8;27.105.237.087.157.500;0.0;0.0;14;7;21.921.577.396.609.800;1.5;0.10714285714285714;1;-12
130100426;3;6;4.664.761.515.876.240;4.0;13.333.333.333.333.300;15;5;4.437.059.837.324.710;4.0;0.26666666666666666;1;-12
150201355;2;5;0.4330127018922193;0.0;0.0;14;4;1.247.219.128.924.640;1.0;0.07142857142857142;1;-12
310018557;3;11;0.8306623862918074;1.0;0.3333333333333333;15;10;1.247.219.128.924.640;1.0;0.06666666666666667;1;-12
92747;16;6;17.888.543.819.998.300;2.0;0.125;29;5;1.118.033.988.749.890;1.0;0.034482758620689655;1;-13
70119776;7;7;18.856.180.831.641.200;2.0;0.2857142857142857;20;6;56.780.278.266.313.500;2.0;0.1;1;-13
151201728;6;6;132.664.991.614.216;1.0;0.16666666666666666;19;5;20.615.528.128.088.300;2.0;0.10526315789473684;1;-13
70233082;2;7;1.0;0.5;0.25;16;6;1.624.807.680.927.190;1.0;0.0625;1;-14
130021769;4;6;22.271.057.451.320.000;2.0;0.5;18;5;17.853.571.071.357.100;1.5;0.08333333333333333;1;-14
151233057;8;7;2.943.920.288.775.940;1.0;0.125;23;6;3.847.076.812.334.260;2.0;0.08695652173913043;1;-15
63288;6;5;0.82915619758885;0.5;0.08333333333333333;22;4;3.299.831.645.537.220;0.0;0.0;1;-16
326120;8;7;1.632.993.161.855.450;1.0;0.125;24;6;37.629.775.444.453.500;3.0;0.125;1;-16
150236723;6;7;22.852.182.001.336.800;1.5;0.25;22;6;28.284.271.247.461.900;2.0;0.09090909090909091;1;-16
150249347;12;5;3.0;3.0;0.25;29;4;0.816496580927726;1.0;0.034482758620689655;1;-17
356967;4;5;18.027.756.377.319.900;1.5;0.375;22;4;4.189.935.029.992.170;3.0;0.13636363636363635;1;-18
100801;7;6;2.244.994.432.064.360;1.0;0.14285714285714285;26;5;2.165.063.509.461.090;1.5;0.057692307692307696;1;-19
70128601;4;5;3.774.917.217.635.370;2.5;0.625;23;4;4.714.045.207.910.310;0.0;0.0;1;-19
130181880;3;6;132.664.991.614.216;1.0;0.3333333333333333;22;5;2.947.456.530.637.890;1.5;0.06818181818181818;1;-19
310001102;12;6;4.498.888.751.680.790;2.0;0.16666666666666666;31;5;3.766.629.793.329.840;2.5;0.08064516129032258;1;-19
155614;7;6;0.7999999999999999;0.0;0.0;27;5;3.640.054.944.640.250;2.5;0.09259259259259259;1;-20
347754;4;6;0.9797958971132712;0.0;0.0;24;5;1.920.286.436.967.150;0.5;0.020833333333333332;1;-20
110077405;7;6;2.785.677.655.436.820;1.0;0.14285714285714285;27;5;4.815.340.071.064.550;4.0;0.14814814814814814;1;-20
120017686;7;5;0.0;0.0;0.0;27;4;0.9428090415820634;0.0;0.0;1;-20
150300101;3;5;20.463.381.929.681.100;1.0;0.3333333333333333;23;4;3.559.026.084.010.430;1.0;0.043478260869565216;1;-20
151201579;10;5;0.7071067811865476;0.5;0.05;30;4;2.943.920.288.775.940;2.0;0.06666666666666667;1;-20
17983;13;5;1.299.038.105.676.650;0.0;0.0;34;4;1.632.993.161.855.450;2.0;0.058823529411764705;1;-21
40010433;2;6;2.8;0.0;0.0;23;5;4.031.128.874.149.270;4.0;0.17391304347826086;1;-21
130116332;7;6;66.211.781.428.987.300;0.0;0.0;29;5;3.832.427.429.188.970;3.5;0.1206896551724138;1;-22
411689;6;6;23.664.319.132.398.400;2.0;0.3333333333333333;29;5;35.619.517.121.937.500;2.5;0.08620689655172414;1;-23
70127888;11;6;31.368.774.282.716.200;2.0;0.18181818181818182;34;5;3.491.060.010.942.230;3.0;0.08823529411764706;1;-23
110020899;3;5;2.165.063.509.461.090;0.0;0.0;26;4;0.816496580927726;1.0;0.038461538461538464;1;-23
130001347;13;4;5.312.459.150.169.740;6.0;0.46153846153846156;36;3;3.0;3.0;0.08333333333333333;1;-23
310001263;8;7;37.601.713.908.928.200;2.5;0.3125;31;6;13.564.659.966.250.500;1.0;0.03225806451612903;1;-23
93727;11;4;2.943.920.288.775.940;2.0;0.18181818181818182;36;3;3.0;3.0;0.08333333333333333;1;-25
329911;14;5;0.82915619758885;0.5;0.03571428571428571;39;4;1.247.219.128.924.640;1.0;0.02564102564102564;1;-25
310018491;10;5;35.355.339.059.327.300;3.5;0.35;35;4;44.969.125.210.773.400;5.0;0.14285714285714285;1;-25
82110;4;6;24.979.991.993.593.500;2.0;0.5;30;5;3.570.714.214.271.420;3.0;0.1;1;-26
70227037;2;8;17.261.494.247.992.200;0.0;0.0;29;7;4.898.979.485.566.350;4.5;0.15517241379310345;1;-27
130019855;17;6;35.777.087.639.996.600;4.0;0.23529411764705882;44;5;3.391.164.991.562.630;2.5;0.056818181818181816;1;-27
120070883;11;6;3.2;0.0;0.0;39;5;2.947.456.530.637.890;1.5;0.038461538461538464;1;-28
41000325;5;5;1.118.033.988.749.890;1.0;0.2;39;4;0.816496580927726;1.0;0.02564102564102564;1;-34
70083903;15;6;6.572.670.690.061.990;1.0;0.06666666666666667;49;5;6.284.902.544.988.260;5.0;0.10204081632653061;1;-34
120032908;4;8;3.585.685.828.003.180;3.0;0.75;38;7;24.094.720.491.334.900;1.5;0.039473684210526314;1;-34
70181148;4;6;25.298.221.281.347.000;2.0;0.5;42;5;4.710.360.920.354.190;3.0;0.07142857142857142;1;-38
50486;2;5;0.7071067811865476;0.5;0.25;41;4;648.074.069.840.786;3.0;0.07317073170731707;1;-39
16677;11;6;5.114.684.741.017.760;5.0;0.45454545454545453;53;5;5.722.761.571.129.790;5.0;0.09433962264150944;1;-42
14246;10;6;5.253.570.214.625.470;3.0;0.3;53;5;5.717.298.313.014.630;3.5;0.0660377358490566;1;-43
200073407;11;6;5.782.732.917.920.380;7.0;0.6363636363636364;59;5;8.496.322.733.983.210;6.5;0.11016949152542373;1;-48
235105;2;18;0.8401680504168059;1.0;0.5;7;16;12.220.201.853.215.500;1.0;0.14285714285714285;2;-5
281833;4;18;21.274.283.905.911.900;1.0;0.25;9;16;2.372.059.583.287.620;1.0;0.1111111111111111;2;-5
130013248;3;9;0.4841229182759271;0.0;0.0;8;7;0.6871842709362768;0.5;0.0625;2;-5
44758;7;10;11.653.431.646.335.000;0.0;0.0;13;8;13.997.084.244.475.300;1.0;0.07692307692307693;2;-6
70012266;7;10;10.657.403.385.139.300;0.0;0.0;13;8;13.552.618.543.578.700;1.0;0.07692307692307693;2;-6
130009413;7;18;31.259.600.601.379.800;1.0;0.14285714285714285;13;16;2.719.477.073.916.150;0.0;0.0;2;-6
130186463;2;7;10.671.873.729.054.700;1.0;0.5;8;5;0.82915619758885;0.5;0.0625;2;-6
150219431;6;8;0.7284313590846835;0.0;0.0;12;6;0.6324555320336759;0.0;0.0;2;-6
320018939;7;7;1.462.494.064.565.350;0.5;0.07142857142857142;13;5;1.224.744.871.391.580;0.5;0.038461538461538464;2;-6
16248;3;16;13.662.601.021.279.400;1.0;0.3333333333333333;10;14;11.200.169.060.431.500;1.0;0.1;2;-7
18984;7;13;14.976.833.963.009.500;0.0;0.0;14;11;19.723.082.923.316.000;0.5;0.03571428571428571;2;-7
78080;4;16;19.275.776.393.067.900;1.0;0.25;11;14;25.067.954.979.692.800;2.0;0.18181818181818182;2;-7
79994;7;6;132.664.991.614.216;1.0;0.14285714285714285;14;4;0.0;0.0;0.0;2;-7
93867;7;14;0.6153846153846155;0.0;0.0;14;12;0.4453617714151233;0.0;0.0;2;-7
70030830;5;10;18.856.180.831.641.200;1.0;0.2;12;8;27.105.237.087.157.500;3.0;0.25;2;-7
120063980;4;7;1.699.673.171.197.590;1.0;0.25;11;5;1.920.286.436.967.150;0.5;0.045454545454545456;2;-7
151259011;14;6;0.0;0.0;0.0;21;4;0.0;0.0;0.0;2;-7
110001564;2;13;14.337.208.778.404.300;1.0;0.5;10;11;116.619.037.896.906;0.5;0.05;2;-8
130015330;3;7;10.671.873.729.054.700;1.0;0.3333333333333333;11;5;0.82915619758885;0.5;0.045454545454545456;2;-8
130023420;4;6;1.019.803.902.718.550;1.0;0.25;12;4;0.0;0.0;0.0;2;-8
130005142;2;14;0.7457969011409737;0.0;0.0;11;12;12.060.453.783.110.500;1.0;0.09090909090909091;2;-9
130006279;6;7;15.723.301.886.761.000;0.5;0.08333333333333333;15;5;2.384.848.003.542.360;2.0;0.13333333333333333;2;-9
130030838;2;7;0.8975274678557507;0.0;0.0;11;5;1.224.744.871.391.580;0.5;0.045454545454545456;2;-9
130113100;2;19;12.825.995.978.461.300;1.5;0.75;11;17;13.919.410.907.075.000;1.0;0.09090909090909091;2;-9
30316;3;9;2.449.489.742.783.170;1.5;0.5;13;7;2.544.056.253.745.620;2.5;0.19230769230769232;2;-10
130562;7;9;14.142.135.623.730.900;1.5;0.21428571428571427;17;7;18.856.180.831.641.200;1.0;0.058823529411764705;2;-10
179069;4;6;0.7483314773547882;1.0;0.25;14;4;0.4714045207910317;0.0;0.0;2;-10
70051642;4;11;21.656.407.827.707.700;2.0;0.5;14;9;13.635.890.143.294.600;0.5;0.03571428571428571;2;-10
12203;2;8;30.572.763.655.760.900;1.0;0.5;13;6;34.641.016.151.377.500;3.0;0.23076923076923078;2;-11
97937;7;6;31.622.776.601.683.700;1.0;0.14285714285714285;18;4;2.943.920.288.775.940;2.0;0.1111111111111111;2;-11
260909;9;7;14.624.940.645.653.500;0.5;0.05555555555555555;20;5;0.8660254037844386;0.0;0.0;2;-11
110017627;6;9;29.764.702.249.476.600;1.0;0.16666666666666666;17;7;414.996.653.266.291;3.0;0.17647058823529413;2;-11
130069089;2;12;0.8999540851465151;1.0;0.5;13;10;13.698.697.784.375.500;1.0;0.07692307692307693;2;-11
310009376;7;8;1.498.298.354.528.780;0.0;0.0;18;6;30.724.582.991.474.400;2.0;0.1111111111111111;2;-11
90776;5;7;24.094.720.491.334.900;1.5;0.3;17;5;2.384.848.003.542.360;2.0;0.11764705882352941;2;-12
260910;9;7;14.624.940.645.653.500;0.5;0.05555555555555555;21;5;0.8660254037844386;0.0;0.0;2;-12
419724;2;6;10.954.451.150.103.300;1.0;0.5;14;4;0.816496580927726;1.0;0.07142857142857142;2;-12
120067063;9;7;2.054.804.667.656.320;1.0;0.1111111111111111;21;5;0.82915619758885;0.5;0.023809523809523808;2;-12
300024152;4;6;1.019.803.902.718.550;1.0;0.25;16;4;0.9428090415820634;0.0;0.0;2;-12
51258;8;7;4.0;2.0;0.25;21;5;32.691.742.076.555.000;1.5;0.07142857142857142;2;-13
71742;2;6;0.8;0.0;0.0;15;4;0.4714045207910317;0.0;0.0;2;-13
77571;2;12;18.136.306.675.690.900;1.0;0.5;15;10;15.234.788.000.891.200;1.0;0.06666666666666667;2;-13
122908;13;5;1.479.019.945.774.900;1.0;0.07692307692307693;26;3;2.0;2.0;0.07692307692307693;2;-13
317626;8;10;2.948.110.924.760.350;0.0;0.0;21;8;531.843.156.256.751;7.0;0.3333333333333333;2;-13
130019539;7;6;0.6324555320336759;0.0;0.0;20;4;0.9428090415820634;0.0;0.0;2;-13
151030446;3;7;30.368.111.930.480.900;0.5;0.16666666666666666;16;5;406.201.920.231.798;3.0;0.1875;2;-13
310011009;2;10;18.724.777.273.725.200;1.0;0.5;15;8;12.936.264.483.053.400;0.0;0.0;2;-13
27695;2;6;13.564.659.966.250.500;0.0;0.0;16;4;20.548.046.676.563.200;2.0;0.125;2;-14
40008223;7;6;0.0;0.0;0.0;21;4;0.0;0.0;0.0;2;-14
130002050;14;7;0.5773502691896257;0.0;0.0;28;5;0.4330127018922193;0.0;0.0;2;-14
130030040;14;7;0.5773502691896257;0.0;0.0;28;5;0.4330127018922193;0.0;0.0;2;-14
130037874;5;6;13.564.659.966.250.500;1.0;0.2;19;4;0.9428090415820634;0.0;0.0;2;-14
24979;8;9;33.819.373.146.171.700;2.0;0.25;23;7;4.5;3.0;0.13043478260869565;2;-15
304539;8;6;20.976.176.963.403.000;1.0;0.125;23;4;2.943.920.288.775.940;2.0;0.08695652173913043;2;-15
130004400;7;8;36.027.200.608.338.500;1.0;0.14285714285714285;22;6;4.166.533.331.199.930;1.0;0.045454545454545456;2;-15
23991;10;7;445.034.330.760.623;3.0;0.3;26;5;4.272.001.872.658.760;4.0;0.15384615384615385;2;-16
70077802;14;7;2.034.425.935.955.610;1.0;0.07142857142857142;30;5;2.345.207.879.911.710;0.5;0.016666666666666666;2;-16
150209934;5;6;2.244.994.432.064.360;2.0;0.4;21;4;0.0;0.0;0.0;2;-16
17277;7;6;4.166.533.331.199.930;1.0;0.14285714285714285;24;4;2.494.438.257.849.290;2.0;0.08333333333333333;2;-17
72804;3;11;20.976.176.963.403.000;0.0;0.0;21;9;4.768.057.780.690.160;2.5;0.11904761904761904;2;-18
150200856;4;9;20.879.116.360.612.500;1.5;0.375;22;7;2.211.083.193.570.260;1.0;0.045454545454545456;2;-18
70110316;6;7;31.622.776.601.683.700;2.0;0.3333333333333333;25;5;0.82915619758885;0.5;0.02;2;-19
300021868;3;6;17.435.595.774.162.600;0.0;0.0;22;4;2.449.489.742.783.170;3.0;0.13636363636363635;2;-19
79226;12;6;36.660.605.559.646.700;4.0;0.3333333333333333;32;4;2.494.438.257.849.290;2.0;0.0625;2;-20
329071;9;9;4.054.318.685.056.710;2.0;0.2222222222222222;29;7;2.0;0.5;0.017241379310344827;2;-20
130005907;9;7;26.087.459.737.497.500;2.0;0.2222222222222222;29;5;2.277.608.394.786.070;1.0;0.034482758620689655;2;-20
130037038;15;7;21.343.747.458.109.400;1.0;0.06666666666666667;35;5;1.5;0.5;0.014285714285714285;2;-20
25492;7;9;27.726.341.266.023.500;2.0;0.2857142857142857;28;7;32.360.813.064.912.600;0.5;0.017857142857142856;2;-21
59516;12;6;33.105.890.714.493.600;3.0;0.25;33;4;37.416.573.867.739.400;3.0;0.09090909090909091;2;-21
321710;6;7;32.360.813.064.912.600;3.0;0.5;27;5;5.431.390.245.600.100;4.0;0.14814814814814814;2;-21
70016333;7;8;35.799.897.388.976.100;3.0;0.42857142857142855;28;6;37.202.150.475.476.500;3.0;0.10714285714285714;2;-21
130184223;7;7;0.816496580927726;1.0;0.14285714285714285;28;5;1.118.033.988.749.890;1.0;0.03571428571428571;2;-21
320041988;8;6;31.874.754.901.018.400;3.0;0.375;29;4;26.246.692.913.372.700;1.0;0.034482758620689655;2;-21
37967;9;7;38.477.987.935.383.900;3.0;0.3333333333333333;31;5;324.037.034.920.393;2.0;0.06451612903225806;2;-22
70051158;5;8;2.294.625.486.315.570;2.0;0.4;27;6;32.619.012.860.600.100;2.0;0.07407407407407407;2;-22
54227;2;5;1.299.038.105.676.650;0.0;0.0;25;3;2.5;2.5;0.1;2;-23
310018665;6;6;29.393.876.913.398.100;3.0;0.5;29;4;3.265.986.323.710.900;4.0;0.13793103448275862;2;-23
265591;7;6;2.785.677.655.436.820;2.0;0.2857142857142857;31;4;3.091.206.165.165.230;1.0;0.03225806451612903;2;-24
70062060;5;6;4.604.345.773.288.530;3.0;0.6;30;4;2.494.438.257.849.290;2.0;0.06666666666666667;2;-25
110074746;3;7;2.5;0.5;0.16666666666666666;28;5;229.128.784.747.792;1.5;0.05357142857142857;2;-25
52932;4;6;4.0;0.0;0.0;30;4;5.312.459.150.169.740;6.0;0.2;2;-26
40026458;10;6;2.993.325.909.419.150;3.0;0.3;36;4;1.699.673.171.197.590;1.0;0.027777777777777776;2;-26
25820;2;7;28.674.417.556.808.700;0.5;0.25;29;5;5.196.152.422.706.630;4.0;0.13793103448275862;2;-27
35490;11;7;24.267.032.964.268.300;1.5;0.13636363636363635;38;5;229.128.784.747.792;1.5;0.039473684210526314;2;-27
361197;4;7;34.034.296.427.770.200;0.5;0.125;31;5;2.384.848.003.542.360;2.0;0.06451612903225806;2;-27
61831;2;6;15.491.933.384.829.600;0.0;0.0;30;4;20.548.046.676.563.200;2.0;0.06666666666666667;2;-28
165643;7;6;4.454.211.490.264.010;5.0;0.7142857142857143;35;4;339.934.634.239.519;2.0;0.05714285714285714;2;-28
407988;8;6;3.709.447.398.198.280;2.0;0.25;37;4;3.559.026.084.010.430;1.0;0.02702702702702703;2;-29
110002488;4;6;10.198.039.027.185.500;1.0;0.25;33;4;1.632.993.161.855.450;2.0;0.06060606060606061;2;-29
310013426;2;6;0.0;0.0;0.0;31;4;8.178.562.764.256.860;9.0;0.2903225806451613;2;-29
99964;5;7;5.597.618.541.248.880;2.5;0.5;35;5;4.710.360.920.354.190;3.0;0.08571428571428572;2;-30
410291;2;7;1.462.494.064.565.350;0.0;0.0;32;5;2.692.582.403.567.250;1.0;0.03125;2;-30
130074788;4;7;24.094.720.491.334.900;1.0;0.25;34;5;4.322.904.116.447.640;4.0;0.11764705882352941;2;-30
68622;2;6;233.238.075.793.812;0.0;0.0;33;4;2.943.920.288.775.940;2.0;0.06060606060606061;2;-31
153357;20;6;30.983.866.769.659.300;2.0;0.1;51;4;1.699.673.171.197.590;1.0;0.0196078431372549;2;-31
70028329;5;7;3.590.109.871.423.000;2.5;0.5;37;5;3.774.917.217.635.370;2.5;0.06756756756756757;2;-32
41120;7;7;4.422.166.387.140.530;2.5;0.35714285714285715;40;5;4.968.651.728.587.940;4.0;0.1;2;-33
150268616;5;6;39.496.835.316.262.900;3.0;0.6;38;4;496.655.480.858.378;1.0;0.02631578947368421;2;-33
151187586;16;6;4.079.215.610.874.220;1.0;0.0625;49;4;14.142.135.623.730.900;0.0;0.0;2;-33
40951;9;6;3.555.277.766.926.230;2.0;0.2222222222222222;46;4;36.817.870.057.290.800;4.0;0.08695652173913043;2;-37
66147;6;6;18.330.302.779.823.300;1.0;0.16666666666666666;44;4;4.642.796.092.394.700;3.0;0.06818181818181818;2;-38
153984;4;7;44.969.125.210.773.400;1.5;0.375;42;5;35.355.339.059.327.300;2.5;0.05952380952380952;2;-38
130006913;11;6;31.240.998.703.626.600;1.0;0.09090909090909091;50;4;339.934.634.239.519;2.0;0.04;2;-39
52740;12;6;5.314.132.102.234.560;4.0;0.3333333333333333;52;4;37.712.361.663.282.500;0.0;0.0;2;-40
70126074;2;6;0.4000000000000001;0.0;0.0;46;4;4.546.060.565.661.950;4.0;0.08695652173913043;2;-44
120025685;12;6;2.870.540.018.881.460;1.0;0.08333333333333333;57;4;38.586.123.009.300.700;2.0;0.03508771929824561;2;-45
71179;6;6;14.142.135.623.730.900;1.0;0.16666666666666666;53;4;6.128.258.770.283.410;7.0;0.1320754716981132;2;-47
112718;6;6;14.142.135.623.730.900;1.0;0.16666666666666666;53;4;6.128.258.770.283.410;7.0;0.1320754716981132;2;-47
112719;6;6;14.142.135.623.730.900;1.0;0.16666666666666666;53;4;6.128.258.770.283.410;7.0;0.1320754716981132;2;-47
110120931;4;6;13.564.659.966.250.500;1.0;0.25;51;4;3.299.831.645.537.220;3.0;0.058823529411764705;2;-47
70042178;12;5;414.578.098.794.425;2.5;0.20833333333333334;60;3;7.5;7.5;0.125;2;-48
40041318;15;5;16.583.123.951.777;1.0;0.06666666666666667;66;3;2.5;2.5;0.03787878787878788;2;-51
354782;6;6;3.2;2.0;0.3333333333333333;66;4;496.655.480.858.378;1.0;0.015151515151515152;2;-60
354784;6;6;3.2;2.0;0.3333333333333333;66;4;496.655.480.858.378;1.0;0.015151515151515152;2;-60
70143703;4;6;3.794.733.192.202.050;1.0;0.25;64;4;4.546.060.565.661.950;4.0;0.0625;2;-60
21078;4;6;3.919.183.588.453.080;0.0;0.0;67;4;6.548.960.901.462.830;7.0;0.1044776119402985;2;-63
14404;2;18;12.422.771.812.907.500;1.0;0.5;7;15;1.749.635.530.559.410;1.5;0.21428571428571427;3;-5
54196;2;18;0.7058823529411765;1.0;0.5;7;15;0.7423074889580902;1.0;0.14285714285714285;3;-5
419835;2;8;0.989743318610787;0.0;0.0;7;5;0.82915619758885;0.5;0.07142857142857142;3;-5
110113375;2;8;0.7559289460184544;1.0;0.5;7;5;0.4330127018922193;0.0;0.0;3;-5
132145;4;10;10.540.925.533.894.500;1.0;0.25;10;7;13.743.685.418.725.500;1.0;0.1;3;-6
110099567;2;13;1.707.825.127.659.930;1.0;0.5;8;10;23.778.816.176.702.900;1.0;0.125;3;-6
26414;7;9;0.5994789404140899;0.0;0.0;14;6;0.4898979485566356;0.0;0.0;3;-7
44016;7;9;0.33071891388307384;0.0;0.0;14;6;0.0;0.0;0.0;3;-7
337978;7;7;0.37267799624996495;0.0;0.0;14;4;0.4714045207910317;0.0;0.0;3;-7
130077934;7;9;12.183.492.931.011.200;1.0;0.14285714285714285;14;6;10.198.039.027.185.500;1.0;0.07142857142857142;3;-7
150193520;7;12;1.304.790.917.673.390;1.0;0.14285714285714285;14;9;0.6614378277661477;0.0;0.0;3;-7
200125762;7;12;17.104.443.383.842.500;1.0;0.14285714285714285;14;9;15.761.900.266.148.100;1.5;0.10714285714285714;3;-7
326934;3;7;0.9428090415820634;0.5;0.16666666666666666;11;4;0.9428090415820634;0.0;0.0;3;-8
70170773;4;10;21.081.851.067.789.100;2.0;0.5;12;7;21.147.629.234.082.500;1.5;0.125;3;-8
130032570;4;12;14.826.824.027.545.500;1.0;0.25;12;9;14.142.135.623.730.900;1.5;0.125;3;-8
70022658;5;14;2.266.295.363.485.570;2.0;0.4;14;11;22.891.046.284.519.100;2.0;0.14285714285714285;3;-9
150221302;3;18;2.419.642.800.141.540;2.0;0.6666666666666666;12;15;35.692.850.710.425.600;3.0;0.25;3;-9
32617;3;12;19.708.621.262.435.200;1.0;0.3333333333333333;13;9;32.307.119.958.300.200;2.5;0.19230769230769232;3;-10
54693;2;10;23.465.235.646.603.100;1.0;0.5;12;7;2.886.751.345.948.120;1.0;0.08333333333333333;3;-10
70006816;3;19;12.422.599.874.998.800;1.0;0.3333333333333333;13;16;16.110.727.964.792.700;1.0;0.07692307692307693;3;-10
110163462;3;12;2.606.412.943.060.260;2.0;0.6666666666666666;13;9;34.550.687.402.713.100;2.5;0.19230769230769232;3;-10
38144;2;7;0.9428090415820634;0.0;0.0;13;4;0.816496580927726;1.0;0.07692307692307693;3;-11
40628;2;10;10.304.020.550.550.700;0.0;0.0;13;7;13.437.096.247.164.200;1.0;0.07692307692307693;3;-11
76795;3;7;11.055.415.967.851.300;1.0;0.3333333333333333;14;4;1.632.993.161.855.450;2.0;0.14285714285714285;3;-11
416967;6;7;10.671.873.729.054.700;0.5;0.08333333333333333;17;4;1.247.219.128.924.640;1.0;0.058823529411764705;3;-11
110021310;2;11;19.000.000.000.000.000;0.0;0.0;13;8;20.701.966.780.270.600;1.0;0.07692307692307693;3;-11
15243;2;7;10.671.873.729.054.700;0.5;0.25;14;4;14.142.135.623.730.900;0.0;0.0;3;-12
70050567;7;9;3.031.088.913.245.530;2.5;0.35714285714285715;20;6;25.612.496.949.731.300;2.0;0.1;3;-13
200104787;6;12;205.703.790.890.632;1.0;0.16666666666666666;19;9;2.222.048.604.328.890;1.0;0.05263157894736842;3;-13
310001868;6;9;16.393.596.310.755;1.0;0.16666666666666666;19;6;12.000.000.000.000.000;1.0;0.05263157894736842;3;-13
11228;8;7;15.986.105.077.709.000;1.0;0.125;22;4;26.246.692.913.372.700;1.0;0.045454545454545456;3;-14
151221;7;7;17.950.549.357.115.000;1.0;0.14285714285714285;21;4;1.247.219.128.924.640;1.0;0.047619047619047616;3;-14
222988;7;7;3.531.603.350.069.510;1.0;0.14285714285714285;21;4;3.858.612.300.930.070;2.0;0.09523809523809523;3;-14
130024218;2;7;14.142.135.623.730.900;0.5;0.25;16;4;0.4714045207910317;0.0;0.0;3;-14
130063973;14;8;0.7559289460184544;1.0;0.07142857142857142;28;5;0.7071067811865476;0.5;0.017857142857142856;3;-14
150299562;7;9;1.118.033.988.749.890;0.5;0.07142857142857142;21;6;0.7483314773547883;1.0;0.047619047619047616;3;-14
320000013;5;7;21.343.747.458.109.400;2.0;0.4;19;4;20.548.046.676.563.200;2.0;0.10526315789473684;3;-14
35834;2;7;0.3726779962499649;0.0;0.0;17;4;1.699.673.171.197.590;1.0;0.058823529411764705;3;-15
